,cacao,camaldule,clementin,grandis,halophilu,lyrata,papaya,parvulum,raimondii,rapa,rubella,sinensis,thalian,vinifera
cacao,0.0,0.4196539903741857,0.38194737326332295,0.4203552534404271,0.47154272345662196,0.4301372932253482,0.41127334420139383,0.4125918256073192,0.3687133550397246,0.41696316959236535,0.4178918997473625,0.3624537096849292,0.420948870732642,0.3676227380726378
camaldule,0.4196539903741857,0.0,0.3940637412155308,0.1354718258324925,0.41629374230521243,0.3933570354084981,0.4213812243808539,0.3718968590380358,0.40750385264697053,0.38718844555790666,0.3848107107507118,0.377942920902401,0.3813891780586611,0.38950611129212487
clementin,0.38194737326332295,0.3940637412155308,0.0,0.39469375758800673,0.45105606662533904,0.4030188930671851,0.38695947702795286,0.3826385942883914,0.354640632108417,0.3832033649091755,0.39098476821489514,0.1932379897121641,0.3955823909735374,0.35979625611615307
grandis,0.4203552534404271,0.1354718258324925,0.39469375758800673,0.0,0.4151724675578461,0.3929346170452259,0.422367798388113,0.37121079954728553,0.40888938315619394,0.3867872092105914,0.38414418642961545,0.3787249392238765,0.38061633499342706,0.39004405685166843
halophilu,0.47154272345662196,0.41629374230521243,0.45105606662533904,0.4151724675578461,0.0,0.39211098684251056,0.46817055729011414,0.37717837275568933,0.4575710435565199,0.38972877119032934,0.38662703379390984,0.4369550958913542,0.3811051760902079,0.45263381503465594
lyrata,0.4301372932253482,0.3933570354084981,0.4030188930671851,0.3929346170452259,0.39211098684251056,0.0,0.4249601460289443,0.3157543700247939,0.40424024106541445,0.3280996571858008,0.3200762679305731,0.38422660612097304,0.3120803352992454,0.40812985551415093
papaya,0.41127334420139383,0.4213812243808539,0.38695947702795286,0.422367798388113,0.46817055729011414,0.4249601460289443,0.0,0.4046381393324977,0.3818962352703039,0.40019056023083344,0.41145950140120013,0.36909423991592216,0.41925295743889446,0.38546121681455847
parvulum,0.4125918256073192,0.3718968590380358,0.3826385942883914,0.37121079954728553,0.37717837275568933,0.3157543700247939,0.4046381393324977,0.0,0.3840896225751015,0.2933603295137094,0.29380388846088334,0.3616401564693795,0.29190976992454176,0.3904571416641548
raimondii,0.3687133550397246,0.40750385264697053,0.354640632108417,0.40888938315619394,0.4575710435565199,0.40424024106541445,0.3818962352703039,0.3840896225751015,0.0,0.3817309864056647,0.3916435994482046,0.3319738259543815,0.3982203561225691,0.35286883765394306
rapa,0.41696316959236535,0.38718844555790666,0.3832033649091755,0.3867872092105914,0.38972877119032934,0.3280996571858008,0.40019056023083344,0.2933603295137094,0.3817309864056647,0.0,0.30375433447988287,0.3623354227587867,0.3125516097370524,0.39053856583039415
rubella,0.4178918997473625,0.3848107107507118,0.39098476821489514,0.38414418642961545,0.38662703379390984,0.3200762679305731,0.41145950140120013,0.29380388846088334,0.3916435994482046,0.30375433447988287,0.0,0.3697912674722583,0.2971145875118948,0.3952048863063782
sinensis,0.3624537096849292,0.377942920902401,0.1932379897121641,0.3787249392238765,0.4369550958913542,0.38422660612097304,0.36909423991592216,0.3616401564693795,0.3319738259543815,0.3623354227587867,0.3697912674722583,0.0,0.37459833840614043,0.33754152041441754
thalian,0.420948870732642,0.3813891780586611,0.3955823909735374,0.38061633499342706,0.3811051760902079,0.3120803352992454,0.41925295743889446,0.29190976992454176,0.3982203561225691,0.3125516097370524,0.2971145875118948,0.37459833840614043,0.0,0.4004034492141558
vinifera,0.3676227380726378,0.38950611129212487,0.35979625611615307,0.39004405685166843,0.45263381503465594,0.40812985551415093,0.38546121681455847,0.3904571416641548,0.35286883765394306,0.39053856583039415,0.3952048863063782,0.33754152041441754,0.4004034492141558,0.0
