,cacao,camaldule,clementin,grandis,halophilu,lyrata,papaya,parvulum,raimondii,rapa,rubella,sinensis,thalian,vinifera
cacao,0.0,0.4120950934274512,0.36796136177137384,0.4122891170298283,0.4615039932414915,0.41809731898711033,0.39744287088724783,0.3949885052002893,0.35938220192432024,0.40400620660608266,0.40108065331474063,0.34889720521055445,0.40439484347821886,0.3566509337738982
camaldule,0.4120950934274512,0.0,0.38445688660693633,0.11033714213850943,0.4059855104573479,0.3816348211433569,0.4121819941581515,0.3519241758796742,0.40318256844103506,0.3740492296705141,0.36783299832989536,0.36874573679283273,0.3633513774192799,0.38269606683114
clementin,0.36796136177137384,0.38445688660693633,0.0,0.38457909128065004,0.4387328848089649,0.3885295798152062,0.371146146018301,0.36097295504465055,0.34441100888032994,0.36722488089418526,0.37078244631959556,0.16012287584108564,0.3751033504488236,0.3487041114441748
grandis,0.4122891170298283,0.11033714213850943,0.38457909128065004,0.0,0.4048509501457499,0.3810232505447969,0.4126019708574279,0.35111195120951877,0.4041272613707376,0.37331217615556134,0.3669406796369695,0.36880749246382905,0.3623135883130003,0.3827721682336398
halophilu,0.4615039932414915,0.4059855104573479,0.4387328848089649,0.4048509501457499,0.0,0.3729617002040587,0.45604888602579985,0.3515526603056268,0.4495522549585086,0.37053071068483046,0.36362456860132963,0.42496049746280806,0.3572468550298108,0.44352305324605346
lyrata,0.41809731898711033,0.3816348211433569,0.3885295798152062,0.3810232505447969,0.3729617002040587,0.0,0.41063314618517066,0.2824329860598769,0.3940722557258083,0.3037548113966634,0.28909630082536686,0.3697178002953294,0.2787715862040039,0.3976926327937097
papaya,0.39744287088724783,0.4121819941581515,0.371146146018301,0.4126019708574279,0.45604888602579985,0.41063314618517066,0.0,0.38396592442695365,0.37130256085003466,0.3847411441029389,0.39210762432939206,0.35337542354757756,0.40034920944127994,0.37361358733769323
parvulum,0.3949885052002893,0.3519241758796742,0.36097295504465055,0.35111195120951877,0.3515526603056268,0.2824329860598769,0.38396592442695365,0.0,0.3679833443627173,0.25606348247199984,0.2503982456731946,0.33916929756091485,0.24696850508657053,0.37382829054240596
raimondii,0.35938220192432024,0.40318256844103506,0.34441100888032994,0.4041272613707376,0.4495522549585086,0.3940722557258083,0.37130256085003466,0.3679833443627173,0.0,0.3706821045293307,0.37635170820580066,0.3219511455329088,0.38296869463823224,0.3464376861731854
rapa,0.40400620660608266,0.3740492296705141,0.36722488089418526,0.37331217615556134,0.37053071068483046,0.3037548113966634,0.3847411441029389,0.25606348247199984,0.3706821045293307,0.0,0.2699273626589932,0.34603613043311354,0.2786748993389344,0.37884968267188257
rubella,0.40108065331474063,0.36783299832989536,0.37078244631959556,0.3669406796369695,0.36362456860132963,0.28909630082536686,0.39210762432939206,0.2503982456731946,0.37635170820580066,0.2699273626589932,0.0,0.34911246394003226,0.255413488379982,0.37949441272944084
sinensis,0.34889720521055445,0.36874573679283273,0.16012287584108564,0.36880749246382905,0.42496049746280806,0.3697178002953294,0.35337542354757756,0.33916929756091485,0.3219511455329088,0.34603613043311354,0.34911246394003226,0.0,0.3536086468564187,0.3265276548342576
thalian,0.40439484347821886,0.3633513774192799,0.3751033504488236,0.3623135883130003,0.3572468550298108,0.2787715862040039,0.40034920944127994,0.24696850508657053,0.38296869463823224,0.2786748993389344,0.255413488379982,0.3536086468564187,0.0,0.38461454024518704
vinifera,0.3566509337738982,0.38269606683114,0.3487041114441748,0.3827721682336398,0.44352305324605346,0.3976926327937097,0.37361358733769323,0.37382829054240596,0.3464376861731854,0.37884968267188257,0.37949441272944084,0.3265276548342576,0.38461454024518704,0.0
